Unique ID;Date;Alcaldia;CP;Gender;Age;open_answer1;open_answer_2;Type of facility ;Professional Title;Type of facility ;auto code confidence;auto coded category 1;auto coded category 2
23200553;44661;Cuajimalpa de Morelos;11490;Mujer;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,078526027;MEJORESSUELDOS;
23200554;44871;Cuauhtémoc;11920;Prefiere no contestar;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,423822464;CONECTIVIDADINTERNET;
23200555;44655;Xochimilco;0;Diverso;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,935474979;TRANSPORTESEGURO;
23200556;44638;Tláhuac;0;Prefiere no contestar;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,608848073;HABILIDADESDIGITALES;
23200557;44661;Tláhuac;0;Diverso;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,344609149;SERVICIOSCONFIABLES;
23200558;44788;Azcapotzalco;9810;Prefiere no contestar;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,375356553;HABILIDADESDIGITALES;
23200559;44787;Gustavo A. Madero;13360;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,188227234;TRANSFERENCIASMONETARIAS;
23200560;44870;Gustavo A. Madero;14300;Prefiere no contestar;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,405297513;MEJORESSUELDOS;
23200561;44669;Cuajimalpa de Morelos;11510;Diverso;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,832315492;TRANSFERENCIASMONETARIAS;
23200562;44897;Iztacalco;14430;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,630903084;GUARDERIAS;
23200563;44652;Tlalpan;0;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,596182529;SERVICIOSCONFIABLES;
23200564;44905;Coyoacán;9856;Mujer;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,006848707;TRANSFERENCIASMONETARIAS;
23200565;44631;Coyoacán;10840;Mujer;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,54507563;HARDWARE;
23200566;44705;La Magdalena Contreras;0;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,231422466;SERVICIOSCONFIABLES;
23200567;44906;Xochimilco;0;Prefiere no contestar;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,258028458;CONECTIVIDADINTERNET;
23200568;44597;Tlalpan;0;Diverso;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,240356107;MEJORESSUELDOS;
23200569;44594;Álvaro Obregón;8000;Diverso;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,000186859;ESCUELAS DE TIEMPO COMPLETO;
23200570;44829;Álvaro Obregón;7189;Prefiere no contestar;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,659300577;TRANSFERENCIASMONETARIAS;
23200571;44767;Iztapalapa;16440;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,73314891;MEJORESSUELDOS;
23200572;44857;Álvaro Obregón;8730;Prefiere no contestar;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,103600658;FLEXIBILIDADLABORAL;
23200573;44843;Gustavo A. Madero;14030;Diverso;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,996384628;TRANSPORTESEGURO;
23200574;44835;Gustavo A. Madero;13640;Mujer;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,551931651;HABILIDADESDIGITALES;
23200575;44793;Coyoacán;11460;Prefiere no contestar;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,137398415;MEJORESSUELDOS;
23200576;44696;Miguel Hidalgo;0;Diverso;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,140190965;SERVICIOSCONFIABLES;
23200577;44629;La Magdalena Contreras;0;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,656444511;TRANSFERENCIASMONETARIAS;
23200578;44913;La Magdalena Contreras;0;Diverso;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,58906094;MEJORESSUELDOS;
23200579;44901;Xochimilco;0;Prefiere no contestar;70-74;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,686592714;SERVICIOSCONFIABLES;
23200580;44578;Miguel Hidalgo;0;Prefiere no contestar;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,969742177;TRANSPORTESEGURO;
23200581;44902;Miguel Hidalgo;0;Diverso;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,73510659;HARDWARE;
23200582;44734;Cuauhtémoc;12800;Mujer;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,558624124;GUARDERIAS;
23200583;44719;Coyoacán;9930;Mujer;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,637802325;HARDWARE;
23200584;44606;Cuajimalpa de Morelos;11000;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,398891268;FLEXIBILIDADLABORAL;
23200585;44918;Xochimilco;0;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,594607774;MEJORESSUELDOS;
23200586;44717;Cuauhtémoc;12080;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,768411993;FLEXIBILIDADLABORAL;
23200587;44919;Cuajimalpa de Morelos;11590;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,870127237;FLEXIBILIDADLABORAL;
23200588;44730;Milpa Alta;0;Mujer;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,959510629;GUARDERIAS;
23200589;44873;Azcapotzalco;9630;Prefiere no contestar;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,013858537;TRANSPORTESEGURO;
23200590;44916;Álvaro Obregón;7080;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,442846226;GUARDERIAS;
23200591;44681;Milpa Alta;0;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,638093863;SERVICIOSCONFIABLES;
23200592;44879;Gustavo A. Madero;14248;Mujer;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,362241998;TRANSFERENCIASMONETARIAS;
23200593;44735;Milpa Alta;0;Mujer;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,140334354;HARDWARE;
23200594;44675;Coyoacán;11590;Diverso;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,397527659;ESCUELAS DE TIEMPO COMPLETO;
23200595;44687;Coyoacán;11340;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,624765195;SUBSIDIOS;
23200596;44748;Álvaro Obregón;9720;Prefiere no contestar;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,060501269;SERVICIOSCONFIABLES;
23200597;44705;Xochimilco;0;Mujer;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,799226347;HABILIDADESDIGITALES;
23200598;44667;Cuauhtémoc;12700;Diverso;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,081775848;TRANSFERENCIASMONETARIAS;
23200599;44840;Cuauhtémoc;13120;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,837659007;ESCUELAS DE TIEMPO COMPLETO;
23200600;44922;Álvaro Obregón;8400;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,464419787;TRANSFERENCIASMONETARIAS;
23200601;44814;Gustavo A. Madero;14219;Diverso;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,542860225;SERVICIOSCONFIABLES;
23200602;44582;Cuauhtémoc;13099;Prefiere no contestar;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,735648992;HABILIDADESDIGITALES;
23200603;44636;Iztapalapa;15960;Prefiere no contestar;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,738126871;SERVICIOSCONFIABLES;
23200604;44719;Gustavo A. Madero;14630;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,946775641;HARDWARE;
23200605;44854;Milpa Alta;0;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,767196791;MEJORESSUELDOS;
23200606;44583;Cuajimalpa de Morelos;12200;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,871821617;HABILIDADESDIGITALES;
